一人,ひとり<br><br>(1) one person <br>(2) alone; unmarried; solitary,N5
一昨年,おととし<br><br>year before last,N3 N5
一つ,"ひとつ<br><br>(1) one <br>(2) for one thing (often used in itemized lists) <br>(3) (after a noun) only <br>(4) (with a verb in negative form) (not) even <br>(5) just (i.e. ""just try it"")",N5
一番,いちばん<br><br>(1) best; first; number one <br>(2) game; round; bout; fall; event (in a meet),N3 N5
一部,いちぶ<br><br>(1) one part; one portion; one section; some <br>(2) one copy (e.g. of a document),N3 N5
一方,"いっぽう<br><br>(1) one (esp. of two); the other; one way; the other way; one direction; the other direction; one side; the other side; one party; the other party <br>(2) on the one hand; on the other hand <br>(3) whereas; although; but at the same time; meanwhile; in turn <br>(4) (after noun, adjective-stem or plain verb) just keeps; being inclined to ...; tending to be ...; tending to do ...; continuously ...; just keeps on ...ing; only",N5 N4
一緒,いっしょ<br><br>(1) together <br>(2) at the same time <br>(3) same; identical,N3 N5
一層,"いっそう<br><br>(1) much more; still more; all the more; more than ever <br>(2) single layer (or storey, etc.) <br>(3) rather; sooner; preferably",N5 N2
一定,いってい<br><br>fixed; settled; constant; definite; uniform; regularized; regularised; defined; standardized; standardised; certain; prescribed,N3 N5
一切,"いっさい<br><br>(1) all; everything; the whole; lock, stock, and barrel <br>(2) absolutely not (with negative); without exception; entirely not",N5 N4
一生,"いっしょう<br><br>(1) whole life; a lifetime; all through life; one existence; a generation; an age; the whole world; the era <br>(2) (the only, the greatest, etc.) of one's life",N5
一言,ひとこと<br><br>single word; a few words; brief comment,N5
一帯,いったい<br><br>egion; zone; whole place,N5 N2
一同,いちどう<br><br>all present; all concerned; all of us,N5 N4
一度,いちど<br><br>(1) once; one time; on one occasion <br>(2) temporarily; for a moment <br>(3) one degree; one tone; one musical interval,N5 N4
一斉,いっせい<br><br>simultaneous; all at once,N5 N1
一昨日,おととい<br><br>day before yesterday,N3 N5
一日,いちにち<br><br>(1) first day of the month <br>(2) one day,N5
一度に,いちどに<br><br>all at once,N5 N4
一月,ひとつき<br><br>one month,N5
二,に<br><br>two,N5
二人,ふたり<br><br>two persons; two people; pair; couple,N5
二つ,ふたつ<br><br>two,N5
二十歳,はたち<br><br>(1) 20 years old <br>(2) twenty,N3 N5
二階建て,にかいだて<br><br>two-storied building,N5 N2 N4
真っ二つ,まっぷたつ<br><br>in two equal parts,N5 N4
二日,ふつか<br><br>(1) second day of the month <br>(2) two days,N5
二十日,はつか<br><br>(1) twentieth (day of the month) <br>(2) twenty days,N5
三,さん<br><br>(1) three <br>(2) tri-,N5
三つ,みっつ<br><br>three,N5
再三,さいさん<br><br>again and again; repeatedly,N5 N2
三角,さんかく<br><br>triangle; triangular,N5 N2
三味線,しゃみせん<br><br>three-stringed Japanese guitar; shamisen,N5 N2 N4
三日月,みかづき<br><br>new moon; crescent moon,N5
三日,みっか<br><br>(1) the third day of the month <br>(2) three days,N5
四,し<br><br>four,N5
四つ,よっつ<br><br>four,N5
四季,しき<br><br>four seasons,N5 N2
四角い,しかくい<br><br>square; rectangular,N5 N2
四角,しかく<br><br>square,N5 N2
四捨五入,ししゃごにゅう<br><br>ounding half up (i.e. fractions),N5 N2
四つ角,よつかど<br><br>four corners; crossroads,N5 N2
四日,よっか<br><br>(1) fourth day of month <br>(2) four days,N5
五,ご<br><br>five,N5
五つ,いつつ<br><br>five,N5
五十音,ごじゅうおん<br><br>the Japanese syllabary,N5 N4
五日,いつか<br><br>(1) the fifth day of the month <br>(2) five days,N5
五味,"ごみ<br><br>(1) five flavors (sweet, salty, spicy, sour, bitter); five palates; five tastes <br>(2) five flavors (milk at various stages of making ghee: fresh milk, cream, curdled milk, butter, and ghee); the five periods of the Buddha's teachings",N5 N4
六,ろく<br><br>six,N5
六日,むいか<br><br>(1) sixth day of the month <br>(2) six days,N5
六つ,むっつ<br><br>six,N5
七,しち<br><br>(1) seven <br>(2) hepta-,N5
七つ,ななつ<br><br>seven,N5
七日,なのか<br><br>(1) the seventh day of the month <br>(2) seven days,N5
八,はち<br><br>eight,N5
八百屋,やおや<br><br>greengrocer,N5 N4
八日,ようか<br><br>(1) the eighth day of the month <br>(2) eight days,N5
八つ,やっつ<br><br>eight,N5
お八つ,おやつ<br><br>(1) between meal snack <br>(2) mid-afternoon (around 3 o'clock) snack; afternoon refreshment; afternoon tea,N5
九,きゅう<br><br>nine,N5
九つ,ここのつ<br><br>nine,N5
九日,ここのか<br><br>(1) the ninth day of the month <br>(2) nine days,N5
十,じゅう<br><br>10; ten,N5
十分,じゅうぶん<br><br>(1) plenty; enough; sufficient; satisfactory; adequate <br>(2) division into ten <br>(3) perfectly; thoroughly; fully; in full,N5
十日,とおか<br><br>(1) the tenth day of the month <br>(2) ten days,N5
十字路,じゅうじろ<br><br>crossroads,N3 N5 N4
百科辞典,ひゃっかじてん<br><br>encyclopedia; encyclopaedia,N3 N5 N1
百,ひゃく<br><br>100; hundred,N5
千,"せん<br><br>1,000; thousand",N5
千切る,ちぎる<br><br>(1) to tear to pieces; to tear to shreds; to tear up <br>(2) to pick (e.g. fruit); to pluck; to tear off <br>(3) to do ... heavily; to do ... heartily; to do ... vigorously,N5 N4
上がる,"あがる<br><br>(1) to rise; to go up; to come up; to ascend; to be raised <br>(2) to enter (esp. from outdoors); to come in; to go in <br>(3) to enter (a school); to advance to the next grade <br>(4) to get out (of water); to come ashore <br>(5) to increase <br>(6) to improve; to make progress <br>(7) to be promoted; to advance <br>(8) to be made (of profit, etc.) <br>(9) to occur (esp. of a favourable result) <br>(10) to be adequate (to cover expenses, etc.) <br>(11) to be finished; to be done; to be over <br>(12) (of rain) to stop; to lift <br>(13) to stop (working properly); to cut out; to give out; to die <br>(14) to win (in a card game, etc.) <br>(15) to be arrested <br>(16) to turn up (of evidence, etc.) <br>(17) to be deep fried <br>(18) to be spoken loudly <br>(19) to get stage fright <br>(20) to be offered (to the gods, etc.) <br>(21) to go; to visit <br>(22) to eat; to drink <br>(23) to be listed (as a candidate) <br>(24) to serve (in one's master's home) <br>(25) (in Kyoto) to go north <br>(26) (after the -masu stem of a verb) indicates completion",N5
売上げ,うりあげ<br><br>amount sold; sales; proceeds; takings,N5 N4
上る,"のぼる<br><br>(1) to ascend; to go up; to climb <br>(2) to ascend (as a natural process, e.g. the sun); to rise <br>(3) to go to (the capital) <br>(4) to be promoted <br>(5) to add up to <br>(6) to advance (in price) <br>(7) to swim up (a river); to sail up <br>(8) to come up (on the agenda)",N5
引上げる,ひきあげる<br><br>(1) to pull up; to drag up; to lift up <br>(2) to increase; to raise (e.g. taxes) <br>(3) to withdraw; to leave; to pull out; to retire <br>(4) to return home,N5 N4
上昇,じょうしょう<br><br>ising; ascending; climbing,N5 N2
向上,こうじょう<br><br>elevation; rise; improvement; advancement; progress,N3 N5
上下,じょうげ<br><br>(1) top and bottom; high and low; above and below; upper and lower ends; up and down <br>(2) going up and down; rising and falling; fluctuating <br>(3) going and coming back <br>(4) upper and lower classes; ruler and ruled; the government and the people <br>(5) first and second volumes,N5
上空,じょうくう<br><br>sky; the skies; high-altitude sky; upper air,N5
上司,じょうし<br><br>superior authorities; boss,N5 N2
上演,"じょうえん<br><br>performance (e.g. music, theatre, opera); staging",N3 N5
上がり,"あがり<br><br>(1) ascent; rise; slope <br>(2) freshly-drawn green tea (esp. in sushi shops) <br>(3) advance income; crop yield <br>(4) death; spinning; completion; stop; finish <br>(5) after (rain); ex (official, etc.) <br>(6) (end) results (e.g. of crafts like painting, pottery, etc.); how something comes out",N5
上陸,じょうりく<br><br>landing; disembarkation,N5 N2
上旬,じょうじゅん<br><br>first 10 days of month,N5 N1
屋上,おくじょう<br><br>ooftop,N5 N4
上り,のぼり<br><br>(1) ascent; climbing; ascending (path); climb <br>(2) up-train (e.g. going to Tokyo) <br>(3) northward (towards Tokyo),N5
上級,じょうきゅう<br><br>advanced level; high grade; senior,N5 N2
以上,いじょう<br><br>(1) not less than; ... and more; ... and upwards <br>(2) beyond ... (e.g. one's means); further (e.g. nothing further to say); more than ... (e.g. cannot pay more than that) <br>(3) above-mentioned; foregoing <br>(4) since ...; seeing that ... <br>(5) this is all; that is the end; the end,N5 N4
上手,じょうず<br><br>(1) skill; skillful; dexterity <br>(2) flattery,N5
仕上げ,しあげ<br><br>end; finishing touches; being finished,N5 N4
頂上,ちょうじょう<br><br>top; summit; peak,N3 N5
途上,とじょう<br><br>(1) en route; half-way <br>(2) on the road; in the street,N3 N5
申し上げる,もうしあげる<br><br>(1) to say; to tell; to state <br>(2) to do for,N3 N5
上着,うわぎ<br><br>coat; tunic; jacket; outer garment,N5 N4
出来上がり,できあがり<br><br>finish; completion; ready; made for; cut out,N5
上位,じょうい<br><br>(1) superior (in rank); top; ranking <br>(2) higher order (e.g. byte) <br>(3) host computer (of connected device),N3 N5
取上げる,とりあげる<br><br>(1) to pick up; to take up <br>(2) to adopt; to accept; to listen to <br>(3) to take away; to confiscate; to deprive; to disqualify <br>(4) to deliver (a child),N3 N5
仕上がり,しあがり<br><br>finish; end; completion,N5 N4
盛り上がる,もりあがる<br><br>(1) to swell; to rise; to bulge; to be piled up <br>(2) to rouse; to get excited,N5 N1
上達,じょうたつ<br><br>(1) improvement; advance; progress <br>(2) communication of opinions of the general populace to those of high rank,N3 N5
身の上,みのうえ<br><br>one's future; one's welfare; one's personal history,N5 N2
お手上げ,おてあげ<br><br>all over; given in; given up hope; bring to knees,N5
差し上げる,さしあげる<br><br>(1) to give; to offer <br>(2) to lift up; to hold up; to raise,N3 N5
目上,めうえ<br><br>superior; superiors; senior,N5
真上,まうえ<br><br>just above; right overhead,N5 N4
読み上げる,よみあげる<br><br>to read out loud (and clearly); to call a roll,N5
見上げる,みあげる<br><br>(1) to look up at; to raise one's eyes <br>(2) to look up to; to admire; to respect,N5
出来上がる,できあがる<br><br>(1) to be completed; to be finished; to be ready (e.g. to serve or eat) <br>(2) to be very drunk,N5
仕上げる,しあげる<br><br>to finish up; to complete,N5 N4
立ち上がる,たちあがる<br><br>(1) to stand up; to get up <br>(2) to rise <br>(3) to recover <br>(4) to take action; to start <br>(5) to make the initial charge (in sumo) <br>(6) to start up; to boot up,N5
上等,じょうとう<br><br>(1) superiority; first-class; very good <br>(2) (that's) just fine!; bring it on!,N3 N5
召し上がる,めしあがる<br><br>to eat,N5 N2
上品,じょうひん<br><br>elegant; refined; polished,N5 N4
その上,そのうえ<br><br>(1) in addition; furthermore <br>(2) above (which); on top of (which),N5
上,"うえ<br><br>(1) above; up; over; elder (e.g. daughter) <br>(2) top; summit <br>(3) surface; on <br>(4) before; previous <br>(5) superiority; one's superior (i.e. one's elder) <br>(6) on top of that; besides; what's more <br>(7) upon (further inspection, etc.); based on (and occurring after) <br>(8) matters concerning...; as concerns ... <br>(9) since (i.e. ""for that reason"") <br>(10) suffix indicating higher social standing <br>(11) place of one's superior (i.e. the throne) <br>(12) emperor; sovereign; shogun; daimyo <br>(13) noblewoman (esp. the wife of a nobleman)",N5
持ち上げる,もちあげる<br><br>(1) to elevate; to raise; to lift up <br>(2) to flatter; to extol; to praise to the sky,N5 N4
上回る,"うわまわる<br><br>to exceed (esp. figures: profits, unemployment rate, etc.); to surpass; to be more than; to be better than",N5 N4
仕上がる,しあがる<br><br>to be finished; to be completed; to be done,N5 N4
参上,さんじょう<br><br>calling on; visiting,N3 N5
